transaction_id,transaction_timestamp,item_id,user_email,user_id,quantity,price,referrer_url,landing_page_url,utm_source,utm_medium,utm_campaign,device_type,session_id,conversion_time_minutes
TXN00014802,2025-11-23 00:48:13,P10286,user002576@example.com,U002576,2,10931,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10286?utm_campaign=春夏新作-ドレス,instagram,cpc,春夏新作-ドレス,desktop,77871662-369d-4bb0-a834-85113e41605a,897
TXN00014803,2025-11-22 20:23:09,P10225,user003566@example.com,U003566,1,29531,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10225?utm_campaign=春夏新作-ドレス,instagram,cpc,春夏新作-ドレス,mobile,38f405da-eed1-4b3a-b9a3-b3d83748196b,2470
TXN00014804,2025-11-23 04:31:10,P10197,user016623@example.com,U016623,1,2466,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10197?utm_campaign=春夏新作-ドレス,instagram,cpc,春夏新作-ドレス,mobile,ece7a5d0-e2a3-41bf-bdbe-db7c88542d6d,2794
TXN00014805,2025-11-23 13:49:06,P10428,user002659@example.com,U002659,1,15313,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10428?utm_campaign=春夏新作-ドレス,instagram,cpc,春夏新作-ドレス,desktop,354c67bb-aea4-4f0d-a56d-1724a480a2bb,223
TXN00014806,2025-11-23 05:28:17,P10238,user012691@example.com,U012691,2,13027,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10238?utm_campaign=春夏新作-ドレス,instagram,cpc,春夏新作-ドレス,desktop,ea2abbc2-1ea5-4c69-af1b-e118f818fdb1,1186
TXN00014807,2025-11-23 02:06:06,P10302,user012007@example.com,U012007,1,23151,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10302?utm_campaign=春夏新作-ドレス,instagram,cpc,春夏新作-ドレス,mobile,70539626-a8b3-46f1-ad7a-dd57a5103266,706
TXN00014808,2025-11-23 12:40:01,P10238,user010250@example.com,U010250,1,13027,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10238?utm_campaign=春夏新作-ドレス,instagram,cpc,春夏新作-ドレス,desktop,061f78f8-df1e-4d69-a2f3-fd01a30c9de7,1020
TXN00014809,2025-11-23 01:31:11,P10011,user004977@example.com,U004977,1,18336,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10011?utm_campaign=春夏新作-ドレス,instagram,cpc,春夏新作-ドレス,desktop,3b19e707-5d9b-4d20-ac33-6ff615ad8410,1727
TXN00014810,2025-11-23 00:30:10,P10341,user017508@example.com,U017508,1,18305,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10341?utm_campaign=春夏新作-ドレス,instagram,cpc,春夏新作-ドレス,desktop,998111d6-cfde-490f-81df-486ea860a551,2788
TXN00014811,2025-11-22 20:18:28,P10102,user002641@example.com,U002641,3,17572,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10102?utm_campaign=春夏新作-ドレス,instagram,cpc,春夏新作-ドレス,mobile,9e6d268b-fd55-42da-a7fb-4e33851abbff,1399
