transaction_id,transaction_timestamp,item_id,user_email,user_id,quantity,price,referrer_url,landing_page_url,utm_source,utm_medium,utm_campaign,device_type,session_id,conversion_time_minutes
TXN00016563,2025-12-02 13:20:34,P10229,user004592@example.com,U004592,2,2299,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10229?utm_campaign=春夏新作-ドレス,google,cpc,春夏新作-ドレス,mobile,15c292f1-de74-4ae4-b3cd-706d48cedfbf,1904
TXN00016564,2025-12-01 20:01:24,P10121,user018153@example.com,U018153,2,16750,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10121?utm_campaign=春夏新作-ドレス,google,cpc,春夏新作-ドレス,mobile,f7c90c6c-92dc-407d-b17f-5dca674989fe,1835
TXN00016565,2025-12-02 10:37:41,P10068,user005130@example.com,U005130,1,11492,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10068?utm_campaign=春夏新作-ドレス,instagram,cpc,春夏新作-ドレス,mobile,df34779f-14cf-4cde-b620-92f5abdc7baf,895
TXN00016566,2025-12-02 07:58:01,P10496,user001248@example.com,U001248,2,14316,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10496?utm_campaign=春夏新作-ドレス,instagram,cpc,春夏新作-ドレス,mobile,13db21d1-1dc7-403c-9530-55b10fb1da50,432
TXN00016567,2025-12-02 02:14:25,P10121,user008420@example.com,U008420,1,16750,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10121?utm_campaign=春夏新作-ドレス,instagram,cpc,春夏新作-ドレス,tablet,92fe1670-f642-437e-a6c0-0ee407ee9998,2324
TXN00016568,2025-12-02 05:30:22,P10441,user019588@example.com,U019588,1,18741,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10441?utm_campaign=春夏新作-ドレス,instagram,cpc,春夏新作-ドレス,mobile,60890c62-d4ed-4bdf-823a-0c9ccc3f231e,723
TXN00016569,2025-12-02 10:47:43,P10450,user002367@example.com,U002367,1,17167,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10450?utm_campaign=春夏新作-ドレス,instagram,cpc,春夏新作-ドレス,desktop,a08effbf-95eb-47c0-9ec4-90d802e8852e,1490
TXN00016570,2025-12-02 05:05:30,P10236,user000321@example.com,U000321,1,14406,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10236?utm_campaign=春夏新作-ドレス,instagram,cpc,春夏新作-ドレス,mobile,6f5154d4-3932-4550-aaf8-f57cd838014b,1388
TXN00016571,2025-12-01 23:38:44,P10415,user004487@example.com,U004487,3,15069,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10415?utm_campaign=春夏新作-ドレス,instagram,cpc,春夏新作-ドレス,mobile,4cdb3337-59e8-4095-82bc-8af0aebd9bd2,1711
TXN00016572,2025-12-01 19:46:20,P10249,user009309@example.com,U009309,2,12068,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10249?utm_campaign=春夏新作-ドレス,youtube,cpc,春夏新作-ドレス,mobile,0fc69e58-321a-49fe-a9ba-2b4a46064149,1935
TXN00016573,2025-12-01 18:45:41,P10011,user000118@example.com,U000118,1,18336,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10011?utm_campaign=春夏新作-ドレス,youtube,cpc,春夏新作-ドレス,desktop,30d0ef11-2f17-4986-b004-9cac26d2bb8c,2460
TXN00016574,2025-12-02 05:12:50,P10032,user003118@example.com,U003118,1,8483,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10032?utm_campaign=春夏新作-ドレス,youtube,cpc,春夏新作-ドレス,mobile,265c633f-c097-4c45-8901-f1a32464c914,1706
TXN00016575,2025-12-02 07:18:43,P10240,user010100@example.com,U010100,2,14096,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10240?utm_campaign=春夏新作-ドレス,facebook,cpc,春夏新作-ドレス,mobile,8d41cc30-e8df-49f6-85a9-046bca1c8bd9,2473
TXN00016576,2025-12-01 19:47:02,P10294,user010970@example.com,U010970,1,19781,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10294?utm_campaign=春夏新作-ドレス,facebook,cpc,春夏新作-ドレス,desktop,16726117-65df-48c4-a15b-1556ae17d464,1757
TXN00016577,2025-12-01 20:15:29,P10352,user018790@example.com,U018790,1,6977,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10352?utm_campaign=春夏新作-ドレス,facebook,cpc,春夏新作-ドレス,mobile,e85723d6-9f3f-441f-8772-b04621b3fea6,750
TXN00016578,2025-12-02 05:04:39,P10142,user009897@example.com,U009897,1,20969,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10142?utm_campaign=春夏新作-ドレス,facebook,cpc,春夏新作-ドレス,mobile,6aba674b-4342-4ae9-a314-04b447922340,1184
TXN00016579,2025-12-02 01:17:53,P10238,user000718@example.com,U000718,1,13027,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10238?utm_campaign=セール-アウター,instagram,cpc,セール-アウター,desktop,b0563f35-5e63-4239-9979-59ca2801bdfb,2005
TXN00016580,2025-12-01 20:47:05,P10133,user001102@example.com,U001102,1,25485,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10133?utm_campaign=セール-アウター,instagram,cpc,セール-アウター,mobile,01f36f5f-4c44-4830-8ba0-356f6da3ba13,207
TXN00016581,2025-12-02 14:32:48,P10027,user000807@example.com,U000807,1,16335,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10027?utm_campaign=セール-アウター,instagram,cpc,セール-アウター,desktop,b423377d-7169-4b4c-81a8-337677e8202d,778
TXN00016582,2025-12-01 23:25:38,P10320,user019251@example.com,U019251,1,20796,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10320?utm_campaign=セール-アウター,instagram,cpc,セール-アウター,mobile,432abbae-1e6c-4983-8d28-e10eac0073c1,1598
TXN00016583,2025-12-02 00:50:26,P10374,user001707@example.com,U001707,1,31405,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10374?utm_campaign=セール-アウター,instagram,cpc,セール-アウター,mobile,3f5824b2-19d6-4b81-b35b-3dca356bda84,2194
TXN00016584,2025-12-02 11:02:21,P10287,user019123@example.com,U019123,1,25008,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10287?utm_campaign=セール-アウター,instagram,cpc,セール-アウター,mobile,06377050-2ca5-4109-aa6e-cbdc57f428d8,1548
