transaction_id,transaction_timestamp,item_id,user_email,user_id,quantity,price,referrer_url,landing_page_url,utm_source,utm_medium,utm_campaign,device_type,session_id,conversion_time_minutes
TXN00012564,2025-11-11 06:21:07,P10450,user006258@example.com,U006258,1,17167,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10450?utm_campaign=春夏新作-ドレス,twitter,cpc,春夏新作-ドレス,mobile,397025ad-97e2-4ae3-a90c-83845b46dffb,1858
TXN00012565,2025-11-10 23:04:43,P10142,user004426@example.com,U004426,2,20969,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10142?utm_campaign=春夏新作-ドレス,twitter,cpc,春夏新作-ドレス,mobile,a6d08bea-b11d-4cf0-91e7-ee0a096a7931,102
TXN00012566,2025-11-11 10:41:46,P10303,user019133@example.com,U019133,1,15140,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10303?utm_campaign=春夏新作-ドレス,twitter,cpc,春夏新作-ドレス,mobile,9371c560-ff2c-4208-bfda-19e9fc82622b,1993
TXN00012567,2025-11-10 18:43:00,P10032,user002588@example.com,U002588,1,8483,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10032?utm_campaign=春夏新作-ドレス,twitter,cpc,春夏新作-ドレス,mobile,71853e7f-8b58-4f1c-98b1-88f551789b7f,2717
TXN00012568,2025-11-11 09:08:41,P10224,user008402@example.com,U008402,1,20677,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10224?utm_campaign=春夏新作-ドレス,twitter,cpc,春夏新作-ドレス,tablet,3ad64f02-6051-4079-8801-9f314f7c2cc7,2806
TXN00012569,2025-11-11 05:18:51,P10264,user004606@example.com,U004606,1,9676,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10264?utm_campaign=春夏新作-ドレス,twitter,cpc,春夏新作-ドレス,mobile,7959966e-866f-4714-886b-2489b2fab0e3,501
TXN00012570,2025-11-11 15:32:04,P10036,user011942@example.com,U011942,3,23623,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10036?utm_campaign=春夏新作-ドレス,twitter,cpc,春夏新作-ドレス,desktop,714e367a-3c05-4000-8a57-e11ef79b9b73,1904
TXN00012571,2025-11-10 19:37:33,P10219,user000495@example.com,U000495,2,8622,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10219?utm_campaign=春夏新作-ドレス,twitter,cpc,春夏新作-ドレス,desktop,c628f89b-d4c7-4750-878e-ca87c6074add,394
TXN00012572,2025-11-10 22:43:43,P10326,user013278@example.com,U013278,1,15250,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10326?utm_campaign=春夏新作-ドレス,twitter,cpc,春夏新作-ドレス,tablet,5febf2b8-5633-4ddb-8efc-b62d7d976fe5,2678
TXN00012573,2025-11-11 05:35:38,P10453,user004365@example.com,U004365,2,15176,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10453?utm_campaign=春夏新作-ドレス,twitter,cpc,春夏新作-ドレス,desktop,abbebdb9-0ff4-4c01-a294-807eb2891a18,1467
TXN00012574,2025-11-11 02:21:08,P10224,user012482@example.com,U012482,1,20677,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10224?utm_campaign=春夏新作-ドレス,instagram,cpc,春夏新作-ドレス,mobile,c76aaadd-5abe-4519-bb13-fab6983a3b69,850
TXN00012575,2025-11-11 07:26:46,P10002,user007466@example.com,U007466,1,14515,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10002?utm_campaign=春夏新作-ドレス,instagram,cpc,春夏新作-ドレス,desktop,0fbc9908-2e0b-48e4-9c5f-a8f78ab88cb5,345
TXN00012576,2025-11-10 20:21:26,P10425,user007611@example.com,U007611,1,8402,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10425?utm_campaign=春夏新作-ドレス,instagram,cpc,春夏新作-ドレス,mobile,3ff355a4-a7a8-41de-af45-86fa26274495,1706
TXN00012577,2025-11-11 11:45:08,P10425,user016885@example.com,U016885,1,8402,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10425?utm_campaign=春夏新作-ドレス,instagram,cpc,春夏新作-ドレス,mobile,7c852e21-4962-4ba4-9edd-c90c1e01b7b3,702
TXN00012578,2025-11-11 10:02:26,P10485,user011467@example.com,U011467,1,10567,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10485?utm_campaign=春夏新作-ドレス,instagram,cpc,春夏新作-ドレス,mobile,5e21095f-c271-4523-a789-14abdbdc6d8c,1372
TXN00012579,2025-11-10 23:33:51,P10341,user014872@example.com,U014872,1,18305,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10341?utm_campaign=春夏新作-ドレス,instagram,cpc,春夏新作-ドレス,mobile,b04be188-8c6e-49eb-b522-53663fca054d,1025
TXN00012580,2025-11-10 21:28:12,P10043,user001544@example.com,U001544,1,17810,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10043?utm_campaign=春夏新作-ドレス,instagram,cpc,春夏新作-ドレス,desktop,8f0e8ff3-24e6-40d4-b273-33c638df9cdc,1104
TXN00012581,2025-11-11 12:06:19,P10011,user019233@example.com,U019233,1,18336,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10011?utm_campaign=春夏新作-ドレス,instagram,cpc,春夏新作-ドレス,mobile,91b3e15d-06ee-4cf4-aeab-ee05b0e6eef4,2659
TXN00012582,2025-11-11 05:13:11,P10384,user013815@example.com,U013815,2,15226,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10384?utm_campaign=春夏新作-ドレス,instagram,cpc,春夏新作-ドレス,desktop,4cf38c7c-d0b0-4bbd-9437-fb2f357fc45a,206
TXN00012583,2025-11-11 12:36:23,P10360,user006219@example.com,U006219,2,29879,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10360?utm_campaign=セール-アウター,twitter,cpc,セール-アウター,mobile,3d9bb986-c4c4-45c8-b773-e75f6f70eb54,1811
TXN00012584,2025-11-10 20:45:47,P10320,user009861@example.com,U009861,1,20796,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10320?utm_campaign=セール-アウター,twitter,cpc,セール-アウター,mobile,6a9865bf-d03b-42d2-b63f-89f54c42fbe3,255
TXN00012585,2025-11-11 07:38:35,P10295,user003198@example.com,U003198,3,34481,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10295?utm_campaign=セール-アウター,twitter,cpc,セール-アウター,mobile,ef17f1dd-7629-47e9-afb4-600dbac977e6,186
TXN00012586,2025-11-11 05:46:51,P10360,user009704@example.com,U009704,2,29879,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10360?utm_campaign=セール-アウター,twitter,cpc,セール-アウター,desktop,1a458a5f-5894-4724-b33a-cef2f7887fc4,2687
TXN00012587,2025-11-11 12:37:46,P10323,user009043@example.com,U009043,2,19842,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10323?utm_campaign=セール-アウター,twitter,cpc,セール-アウター,desktop,a2f2d43c-c4d9-49a0-8bde-134ea249ee28,1896
TXN00012588,2025-11-10 16:50:33,P10059,user000864@example.com,U000864,1,26132,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10059?utm_campaign=セール-アウター,twitter,cpc,セール-アウター,mobile,7a0b69c8-de4f-4b51-839f-93a786765b02,1447
TXN00012589,2025-11-10 17:55:11,P10003,user002225@example.com,U002225,1,5106,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10003?utm_campaign=セール-アウター,twitter,cpc,セール-アウター,mobile,1831784e-f934-421f-ab9b-04f662dcbab7,2175
TXN00012590,2025-11-11 04:16:38,P10287,user003924@example.com,U003924,2,25008,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10287?utm_campaign=セール-アウター,twitter,cpc,セール-アウター,mobile,115c4f6a-647c-4a47-bd29-302b4c544017,941
TXN00012591,2025-11-11 02:15:31,P10440,user001801@example.com,U001801,2,9341,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10440?utm_campaign=セール-アウター,twitter,cpc,セール-アウター,mobile,74fe66ca-65a1-4ce7-bf2c-77b8a5e96d47,1148
TXN00012592,2025-11-11 14:30:53,P10321,user003318@example.com,U003318,1,18844,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10321?utm_campaign=セール-アウター,twitter,cpc,セール-アウター,mobile,12c82994-9988-433c-840f-dac6ef1d92a2,1597
TXN00012593,2025-11-11 11:29:57,P10269,user005112@example.com,U005112,2,32201,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10269?utm_campaign=セール-アウター,twitter,cpc,セール-アウター,desktop,a5c13158-aaaf-4f04-8537-2164ec93cbee,824
TXN00012594,2025-11-11 06:53:57,P10315,user006285@example.com,U006285,1,34241,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10315?utm_campaign=セール-アウター,twitter,cpc,セール-アウター,mobile,79c5b075-6324-4baa-be18-0fa3a577c463,585
TXN00012595,2025-11-11 04:08:28,P10489,user018483@example.com,U018483,1,16655,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10489?utm_campaign=セール-アウター,twitter,cpc,セール-アウター,tablet,40feb7d1-54fe-47dc-bfca-a740b21384d0,685
TXN00012596,2025-11-10 16:23:35,P10244,user004428@example.com,U004428,2,23845,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10244?utm_campaign=セール-アウター,twitter,cpc,セール-アウター,mobile,d62bfe16-c077-4054-bb97-37585469a7bf,2657
TXN00012597,2025-11-11 13:01:05,P10178,user008015@example.com,U008015,1,16694,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10178?utm_campaign=セール-アウター,twitter,cpc,セール-アウター,mobile,da68823c-5354-453a-9b88-ac2bee4c98e4,2400
TXN00012598,2025-11-11 02:06:13,P10031,user011955@example.com,U011955,2,27159,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10031?utm_campaign=セール-アウター,twitter,cpc,セール-アウター,desktop,928c7738-4eef-4bbc-8b87-fdc13d889b5d,141
TXN00012599,2025-11-11 01:58:21,P10287,user000751@example.com,U000751,1,25008,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10287?utm_campaign=セール-アウター,twitter,cpc,セール-アウター,desktop,83fb6452-36b5-4f29-b122-3493aa651c64,2581
TXN00012600,2025-11-11 02:55:26,P10075,user001691@example.com,U001691,1,25767,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10075?utm_campaign=セール-アウター,twitter,cpc,セール-アウター,desktop,cfb68887-27a9-4e72-b0b7-96c3f1e27702,1364
TXN00012601,2025-11-10 20:18:40,P10074,user002487@example.com,U002487,1,25594,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10074?utm_campaign=セール-アウター,twitter,cpc,セール-アウター,tablet,2a877825-1ba3-4df5-8ce9-eae12137d10d,791
TXN00012602,2025-11-11 04:08:35,P10059,user002561@example.com,U002561,1,26132,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10059?utm_campaign=セール-アウター,twitter,cpc,セール-アウター,mobile,6ede4e60-79e7-4a5d-9c51-b424021fe0cb,2242
TXN00012603,2025-11-11 00:10:33,P10140,user004335@example.com,U004335,1,11951,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10140?utm_campaign=セール-アウター,twitter,cpc,セール-アウター,mobile,fe8f2a94-9895-409d-8dbe-80d478eba943,1500
TXN00012604,2025-11-11 03:03:14,P10385,user003616@example.com,U003616,2,26985,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10385?utm_campaign=セール-アウター,google,cpc,セール-アウター,tablet,4d4d26bc-bc77-4973-92fa-0d6930b3f9f3,2830
TXN00012605,2025-11-11 07:36:25,P10442,user003297@example.com,U003297,1,17792,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10442?utm_campaign=セール-アウター,google,cpc,セール-アウター,mobile,1bda398a-8a87-4aa7-972b-cb597ccc0033,2256
TXN00012606,2025-11-11 15:06:04,P10278,user008569@example.com,U008569,2,21142,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10278?utm_campaign=セール-アウター,google,cpc,セール-アウター,mobile,8d1b80ec-d3ad-48e2-accc-453e876bc175,2209
TXN00012607,2025-11-11 02:53:50,P10361,user010664@example.com,U010664,2,21546,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10361?utm_campaign=セール-アウター,google,cpc,セール-アウター,mobile,2aa2edc3-a1be-48d6-83cf-2f4fc878dfc7,1910
TXN00012608,2025-11-11 11:04:49,P10391,user014291@example.com,U014291,1,21589,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10391?utm_campaign=セール-アウター,google,cpc,セール-アウター,desktop,6144df65-62a5-441b-8ebc-163202bd1ee5,160
TXN00012609,2025-11-10 17:37:44,P10278,user002539@example.com,U002539,1,21142,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10278?utm_campaign=セール-アウター,google,cpc,セール-アウター,desktop,51f3733a-0221-4f26-86c2-206b3d03e13f,514
TXN00012610,2025-11-11 12:14:42,P10074,user007778@example.com,U007778,3,25594,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10074?utm_campaign=セール-アウター,google,cpc,セール-アウター,mobile,1a36c70e-8b49-4c8f-a467-73c64e4a68e2,2144
TXN00012611,2025-11-11 08:56:27,P10207,user017170@example.com,U017170,1,27934,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10207?utm_campaign=セール-アウター,google,cpc,セール-アウター,tablet,ee8e5555-d85d-441d-ab19-055b16bf1a7d,2307
TXN00012612,2025-11-11 07:41:48,P10279,user017980@example.com,U017980,2,28023,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10279?utm_campaign=セール-アウター,google,cpc,セール-アウター,mobile,6915cdf5-5b05-4122-b212-6891582c73ad,963
TXN00012613,2025-11-11 08:36:20,P10199,user002984@example.com,U002984,1,31824,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10199?utm_campaign=セール-アウター,google,cpc,セール-アウター,desktop,cdbc2a96-fcdd-4b63-8b1d-78a32a434ce6,1796
TXN00012614,2025-11-11 01:26:37,P10252,user016022@example.com,U016022,1,8531,https://ec.example.com/products?campaign=C003,https://ec.example.com/products/P10252?utm_campaign=トレンド-トップス,instagram,cpc,トレンド-トップス,mobile,66d90e0c-708b-43f4-84be-b6560600d6fd,745
