transaction_id,transaction_timestamp,item_id,user_email,user_id,quantity,price,referrer_url,landing_page_url,utm_source,utm_medium,utm_campaign,device_type,session_id,conversion_time_minutes
TXN00007475,2025-10-15 08:12:29,P10428,user004667@example.com,U004667,1,15313,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10428?utm_campaign=春夏新作-ドレス,youtube,cpc,春夏新作-ドレス,mobile,7a76d11a-a8c2-4b52-87af-36d9d9099ac6,2878
TXN00007476,2025-10-15 15:34:46,P10011,user013897@example.com,U013897,2,18336,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10011?utm_campaign=春夏新作-ドレス,youtube,cpc,春夏新作-ドレス,desktop,72713f49-eb76-4d83-a3f7-8eba2f0ddd20,2611
TXN00007477,2025-10-15 09:06:10,P10475,user001176@example.com,U001176,1,9612,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10475?utm_campaign=春夏新作-ドレス,youtube,cpc,春夏新作-ドレス,mobile,51f128ff-0145-49c7-ae10-faeb1d606381,2260
TXN00007478,2025-10-15 11:06:53,P10043,user014642@example.com,U014642,1,17810,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10043?utm_campaign=春夏新作-ドレス,youtube,cpc,春夏新作-ドレス,desktop,60310807-297f-4d2f-8a42-d10e894bb622,825
TXN00007479,2025-10-14 21:30:01,P10216,user011266@example.com,U011266,1,12126,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10216?utm_campaign=春夏新作-ドレス,twitter,cpc,春夏新作-ドレス,mobile,9d061437-6333-4a0d-8b0c-ac94137cfa47,2703
TXN00007480,2025-10-15 08:42:03,P10296,user015229@example.com,U015229,2,8618,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10296?utm_campaign=春夏新作-ドレス,twitter,cpc,春夏新作-ドレス,desktop,4525d03f-b781-4d50-bb80-4a80a181a66a,442
TXN00007481,2025-10-15 13:05:38,P10302,user007714@example.com,U007714,1,23151,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10302?utm_campaign=春夏新作-ドレス,twitter,cpc,春夏新作-ドレス,mobile,c9ecf88c-4916-4c63-9d00-ccfe189e8a55,1468
TXN00007482,2025-10-15 02:45:10,P10011,user008031@example.com,U008031,2,18336,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10011?utm_campaign=春夏新作-ドレス,twitter,cpc,春夏新作-ドレス,desktop,a45205f8-5a41-454c-a80b-713470b14fc4,1660
TXN00007483,2025-10-15 05:05:43,P10465,user004448@example.com,U004448,1,20831,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10465?utm_campaign=春夏新作-ドレス,twitter,cpc,春夏新作-ドレス,desktop,50271a54-e765-48f2-b31c-6d6d91d43424,2170
TXN00007484,2025-10-14 17:49:14,P10068,user014109@example.com,U014109,2,11492,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10068?utm_campaign=春夏新作-ドレス,twitter,cpc,春夏新作-ドレス,mobile,5f0171dc-bf8c-488f-9b72-653160be8b7a,333
