transaction_id,transaction_timestamp,item_id,user_email,user_id,quantity,price,referrer_url,landing_page_url,utm_source,utm_medium,utm_campaign,device_type,session_id,conversion_time_minutes
TXN00013124,2025-11-14 10:56:45,P10145,user004423@example.com,U004423,1,22444,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10145?utm_campaign=春夏新作-ドレス,twitter,cpc,春夏新作-ドレス,desktop,90755392-2ab7-4589-9a15-276e27e6c785,551
TXN00013125,2025-11-14 04:19:14,P10249,user002835@example.com,U002835,1,12068,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10249?utm_campaign=春夏新作-ドレス,twitter,cpc,春夏新作-ドレス,mobile,f156bf4e-62c5-4b5e-9c7a-6896514ebe01,1856
TXN00013126,2025-11-14 04:16:14,P10371,user002150@example.com,U002150,2,19241,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10371?utm_campaign=春夏新作-ドレス,twitter,cpc,春夏新作-ドレス,mobile,d30a5028-f46f-417f-b166-6bf78e53cf98,2793
TXN00013127,2025-11-13 17:29:48,P10011,user016949@example.com,U016949,1,18336,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10011?utm_campaign=春夏新作-ドレス,twitter,cpc,春夏新作-ドレス,mobile,f06a4132-fdac-42d6-9b34-5eeae751c2e9,570
TXN00013128,2025-11-14 03:52:36,P10441,user010246@example.com,U010246,1,18741,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10441?utm_campaign=春夏新作-ドレス,twitter,cpc,春夏新作-ドレス,tablet,e9df6a62-a2df-41dd-b325-7ce7e7259231,1441
TXN00013129,2025-11-14 13:44:06,P10049,user006159@example.com,U006159,1,19948,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10049?utm_campaign=春夏新作-ドレス,twitter,cpc,春夏新作-ドレス,mobile,a4b906ea-7c5c-4836-b705-c9ea50f27d6f,1395
TXN00013130,2025-11-13 18:05:55,P10392,user014626@example.com,U014626,2,12157,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10392?utm_campaign=春夏新作-ドレス,twitter,cpc,春夏新作-ドレス,desktop,4a6fc4b8-3193-47c5-8402-cc7a039684fa,695
TXN00013131,2025-11-14 04:14:49,P10449,user012127@example.com,U012127,1,16053,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10449?utm_campaign=春夏新作-ドレス,twitter,cpc,春夏新作-ドレス,tablet,c75d3517-9259-4352-bc1e-a3d5bd329bcf,630
TXN00013132,2025-11-14 10:52:19,P10312,user011979@example.com,U011979,1,9449,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10312?utm_campaign=春夏新作-ドレス,twitter,cpc,春夏新作-ドレス,mobile,58039533-c595-4455-ad43-baf455a27a64,136
TXN00013133,2025-11-14 09:02:23,P10310,user001562@example.com,U001562,1,6848,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10310?utm_campaign=春夏新作-ドレス,twitter,cpc,春夏新作-ドレス,tablet,74e2b638-01c3-45e9-8127-a5de3105141e,2255
