transaction_id,transaction_timestamp,item_id,user_email,user_id,quantity,price,referrer_url,landing_page_url,utm_source,utm_medium,utm_campaign,device_type,session_id,conversion_time_minutes
TXN00007323,2025-10-13 22:05:34,P10428,user019370@example.com,U019370,1,15313,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10428?utm_campaign=春夏新作-ドレス,google,cpc,春夏新作-ドレス,desktop,9518201c-1918-4f97-b230-6711c6c85b47,2873
TXN00007324,2025-10-14 10:13:37,P10384,user017918@example.com,U017918,1,15226,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10384?utm_campaign=春夏新作-ドレス,google,cpc,春夏新作-ドレス,desktop,b9c7ebcd-c156-4621-8377-50067b635742,1812
TXN00007325,2025-10-14 06:12:23,P10407,user010601@example.com,U010601,1,13377,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10407?utm_campaign=春夏新作-ドレス,google,cpc,春夏新作-ドレス,desktop,46e42abd-36ed-47b5-bbdc-214278fd7479,2577
TXN00007326,2025-10-14 10:43:11,P10299,user003860@example.com,U003860,1,24563,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10299?utm_campaign=春夏新作-ドレス,google,cpc,春夏新作-ドレス,desktop,ec40e453-750e-4b91-aaea-932b58972c27,1897
TXN00007327,2025-10-14 05:31:05,P10408,user017409@example.com,U017409,1,3779,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10408?utm_campaign=春夏新作-ドレス,google,cpc,春夏新作-ドレス,desktop,eff5f685-5fa6-461b-a91a-83863fb60b4a,1076
TXN00007328,2025-10-14 07:31:01,P10253,user012984@example.com,U012984,1,16672,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10253?utm_campaign=春夏新作-ドレス,google,cpc,春夏新作-ドレス,mobile,2956fafd-c1e2-46ad-9429-c26e82847418,2674
TXN00007329,2025-10-14 11:40:32,P10011,user000281@example.com,U000281,1,18336,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10011?utm_campaign=春夏新作-ドレス,google,cpc,春夏新作-ドレス,desktop,22ce762c-d0b0-4ad5-85e3-6fa23d3d8166,2558
TXN00007330,2025-10-13 16:18:59,P10249,user008358@example.com,U008358,1,12068,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10249?utm_campaign=春夏新作-ドレス,google,cpc,春夏新作-ドレス,mobile,ac6c0d64-049d-423b-92cf-131c82862cbb,1905
TXN00007331,2025-10-14 05:05:29,P10407,user001075@example.com,U001075,1,13377,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10407?utm_campaign=春夏新作-ドレス,google,cpc,春夏新作-ドレス,mobile,6feb289f-b070-45d3-b4f8-3ea081cd22d9,787
TXN00007332,2025-10-14 01:20:54,P10240,user011385@example.com,U011385,1,14096,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10240?utm_campaign=春夏新作-ドレス,facebook,cpc,春夏新作-ドレス,mobile,fd664ac1-46ae-4b9b-8bdd-25d43c2a6f8a,1838
