transaction_id,transaction_timestamp,item_id,user_email,user_id,quantity,price,referrer_url,landing_page_url,utm_source,utm_medium,utm_campaign,device_type,session_id,conversion_time_minutes
TXN00000758,2025-09-09 19:30:54,P10421,user003935@example.com,U003935,1,24948,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10421?utm_campaign=春夏新作-ドレス,twitter,cpc,春夏新作-ドレス,tablet,81517a68-4826-4eba-ad15-9cee71f7bcb4,896
TXN00000759,2025-09-09 22:00:30,P10488,user008456@example.com,U008456,2,4641,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10488?utm_campaign=春夏新作-ドレス,twitter,cpc,春夏新作-ドレス,desktop,e78c0566-cb4e-44d0-90f6-eb21f3e7068f,646
TXN00000760,2025-09-10 01:31:41,P10425,user007279@example.com,U007279,1,8402,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10425?utm_campaign=春夏新作-ドレス,twitter,cpc,春夏新作-ドレス,mobile,0316d02c-a1b0-410d-b8f3-b68e1f43a31b,1186
TXN00000761,2025-09-10 01:09:32,P10002,user003483@example.com,U003483,1,14515,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10002?utm_campaign=春夏新作-ドレス,youtube,cpc,春夏新作-ドレス,desktop,87fd3baf-5d8f-495a-82a0-b0626cbc0ecd,310
TXN00000762,2025-09-09 15:58:22,P10079,user012356@example.com,U012356,1,22044,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10079?utm_campaign=春夏新作-ドレス,youtube,cpc,春夏新作-ドレス,mobile,7ff8566c-f1b8-4065-ac21-5e6ffc3e0402,1498
TXN00000763,2025-09-10 14:12:52,P10249,user002704@example.com,U002704,2,12068,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10249?utm_campaign=春夏新作-ドレス,youtube,cpc,春夏新作-ドレス,mobile,d0db9b5b-d371-4ee6-a065-cd701cb3a028,2257
TXN00000764,2025-09-09 15:57:29,P10450,user013783@example.com,U013783,2,17167,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10450?utm_campaign=春夏新作-ドレス,instagram,cpc,春夏新作-ドレス,mobile,3062412e-32d4-4d3d-a352-e449b72cb4d0,641
TXN00000765,2025-09-10 07:10:20,P10403,user010488@example.com,U010488,1,3087,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10403?utm_campaign=春夏新作-ドレス,instagram,cpc,春夏新作-ドレス,mobile,db8b2ea7-1e1e-4c0d-b105-7f436a6dc110,2265
TXN00000766,2025-09-10 01:58:15,P10496,user002503@example.com,U002503,1,14316,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10496?utm_campaign=春夏新作-ドレス,instagram,cpc,春夏新作-ドレス,tablet,d1928e05-7e70-4706-811a-85a46ece4a47,2023
TXN00000767,2025-09-10 02:28:34,P10341,user016604@example.com,U016604,1,18305,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10341?utm_campaign=春夏新作-ドレス,instagram,cpc,春夏新作-ドレス,mobile,6f7e616c-4a15-4664-b447-0baa5ecc8d08,1488
TXN00000768,2025-09-10 04:32:08,P10407,user007442@example.com,U007442,2,13377,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10407?utm_campaign=春夏新作-ドレス,google,cpc,春夏新作-ドレス,desktop,6566dd44-fefc-4389-8fd7-1f07f2fa05a4,82
TXN00000769,2025-09-09 19:56:18,P10442,user009182@example.com,U009182,2,17792,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10442?utm_campaign=春夏新作-ドレス,google,cpc,春夏新作-ドレス,mobile,6ec4e583-4155-43cb-a816-a4402fc8c026,1899
TXN00000770,2025-09-10 05:46:30,P10263,user002004@example.com,U002004,1,11522,https://ec.example.com/products?campaign=C001,https://ec.example.com/products/P10263?utm_campaign=春夏新作-ドレス,google,cpc,春夏新作-ドレス,desktop,33999b9b-7501-4e54-bb00-4d8f532817e2,1904
TXN00000771,2025-09-10 04:28:44,P10287,user007533@example.com,U007533,1,25008,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10287?utm_campaign=セール-アウター,twitter,cpc,セール-アウター,mobile,143a650a-0ae4-4a6f-a760-b04db4552f63,255
TXN00000772,2025-09-09 21:43:59,P10086,user014494@example.com,U014494,1,31401,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10086?utm_campaign=セール-アウター,twitter,cpc,セール-アウター,mobile,62fe9dfc-d9d9-4d43-ba85-d582e890246e,303
TXN00000773,2025-09-10 01:10:22,P10279,user005309@example.com,U005309,1,28023,https://ec.example.com/products?campaign=C002,https://ec.example.com/products/P10279?utm_campaign=セール-アウター,twitter,cpc,セール-アウター,mobile,f3fdaa3c-5221-4942-aa97-e43dc650c691,1366
